poster,recipient,relationship,tweet date,tweet id,tweet,hashtags,retweet status
interstellraven,gisy_angel,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
interstellraven,itsnotrevenge,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
interstellraven,suckerpunchgeek,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
interstellraven,fairygirl03,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
interstellraven,justmehere1977,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
interstellraven,batkat37,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
interstellraven,chattygirl69,mentions,tue oct 04 15:46:56 +0000 2016,783332585522892801,rt @diaval_d: #trinitytuesday @gisy_angel @itsnotrevenge @suckerpunchgeek @fairygirl03 @justmehere1977 @batkat37 @chattygirl69… ,['trinitytuesday'],True
im_not_crying,69_tommo_69,mentions,tue oct 04 15:47:33 +0000 2016,783332740716462080,"rt @69_tommo_69: Классно наверно быть худым и умным
Хотя откуда мне знать",[],True
onedgetv,onedgetv,tweet,tue oct 04 16:00:33 +0000 2016,783336012277751808,https://t.co/axh2jqu6sp,[],False
kjwolffs_20,kjwolffs_20,tweet,tue oct 04 16:01:28 +0000 2016,783336242960297986,"charming lannister 😏
#gameofthrones https://t.co/pwpazxryqd",['gameofthrones'],False
